cliente_id,edad,ciudad,producto,meses_activo,compras_totales,ingreso_total,soporte_tickets,medio_pago,churn,segmento_antiguedad,grupo_edad,prob_churn,riesgo
741,78,Cordoba,Internet,9,5,267091.0,3,Desconocido,0,6-12 meses,60+,0.2521328189532015,Bajo
742,74,Rosario,Tv,4,31,460061.0,12,Tarjeta,0,0-6 meses,60+,0.33637612905547415,Medio
743,53,Rosario,Internet,35,41,408157.0,3,Desconocido,1,24+ meses,45-60,0.7049793334678075,Alto
744,27,Cordoba,Tv,17,6,66169.0,8,Tarjeta,0,12-24 meses,18-30,0.2819018848896357,Bajo
745,54,Cordoba,Telefonia,34,37,159542.0,5,Transferencia,1,24+ meses,45-60,0.4036289947410607,Medio
746,26,Cordoba,Internet,24,10,134744.0,14,Efectivo,0,12-24 meses,18-30,0.16066170739759297,Bajo
747,41,Mendoza,Tv,32,40,377828.0,3,Tarjeta,1,24+ meses,30-45,0.867627404788127,Alto
748,52,Buenos aires,Internet,1,7,64821.0,1,Desconocido,0,0-6 meses,45-60,0.16840093850504104,Bajo
749,66,Rosario,Tv,8,39,222741.0,5,Tarjeta,0,6-12 meses,60+,0.46167818923543924,Medio
750,52,Cordoba,Tv,45,38,254265.0,1,Tarjeta,1,24+ meses,45-60,0.6004566650249614,Alto
751,65,Buenos aires,Internet,23,21,442651.0,4,Tarjeta,0,12-24 meses,60+,0.5612243077554855,Medio
752,53,Cordoba,Telefonia,47,20,402745.0,5,Desconocido,0,24+ meses,45-60,0.196834138379765,Bajo
753,35,Buenos aires,Internet,40,3,219127.0,3,Efectivo,0,24+ meses,30-45,0.21589317519334913,Bajo
754,66,Rosario,Tv,12,22,279336.0,13,Transferencia,0,6-12 meses,60+,0.3015400616491823,Medio
755,56,Cordoba,Internet,12,47,341246.0,12,Efectivo,0,6-12 meses,45-60,0.181012262169049,Bajo
756,49,Mendoza,Tv,46,4,208834.0,2,Tarjeta,1,24+ meses,45-60,0.7860196783607616,Alto
757,41,Desconocida,Internet,47,28,239538.0,6,Desconocido,0,24+ meses,30-45,0.28494723736174626,Bajo
758,40,Cordoba,Desconocido,15,12,382038.0,1,Efectivo,0,12-24 meses,30-45,0.28382943104169966,Bajo
759,79,Cordoba,Tv,41,38,91795.0,12,Tarjeta,0,24+ meses,60+,0.21526864091032105,Bajo
760,49,Rosario,Telefonia,19,36,170159.0,10,Transferencia,0,12-24 meses,45-60,0.3265786441823132,Medio
761,54,Cordoba,Internet,26,47,333821.0,13,Transferencia,0,24+ meses,45-60,0.2572672917880686,Bajo
762,29,Rosario,Telefonia,29,41,140699.0,5,Transferencia,1,24+ meses,18-30,0.7201754320682021,Alto
763,66,Buenos aires,Tv,22,5,454757.0,12,Tarjeta,0,12-24 meses,60+,0.16518075570603738,Bajo
764,72,Desconocida,Internet,40,13,248877.0,3,Desconocido,1,24+ meses,60+,0.3024441068014669,Medio
765,30,Rosario,Desconocido,21,23,204298.0,5,Efectivo,0,12-24 meses,18-30,0.1813638224111742,Bajo
766,40,Rosario,Tv,38,30,401471.0,3,Transferencia,0,24+ meses,30-45,0.35848185228889756,Medio
767,42,Cordoba,Tv,20,37,193505.0,3,Tarjeta,0,12-24 meses,30-45,0.5739411491510759,Medio
768,52,Mendoza,Internet,29,25,141285.0,14,Tarjeta,0,24+ meses,45-60,0.23301644542536193,Bajo
769,58,Cordoba,Desconocido,4,48,107412.0,3,Efectivo,0,0-6 meses,45-60,0.3584879033671357,Medio
770,47,Buenos aires,Internet,7,27,24404.0,8,Transferencia,0,6-12 meses,45-60,0.3499564219043584,Medio
771,34,Cordoba,Tv,28,14,121545.0,6,Tarjeta,1,24+ meses,30-45,0.5012851394196275,Medio
772,66,Desconocida,Telefonia,28,48,423596.0,2,Efectivo,0,24+ meses,60+,0.18580557478899018,Bajo
773,79,Cordoba,Tv,4,47,227128.0,2,Desconocido,1,0-6 meses,60+,0.25443289802395586,Bajo
774,37,Cordoba,Tv,22,36,155245.0,5,Desconocido,0,12-24 meses,30-45,0.32781060965913494,Medio
775,65,Buenos aires,Telefonia,12,39,189099.0,5,Desconocido,1,6-12 meses,60+,0.5643588144496355,Medio
776,42,Cordoba,Tv,45,16,291133.0,3,Transferencia,1,24+ meses,30-45,0.674542287868218,Alto
777,39,Cordoba,Desconocido,3,22,266657.0,14,Efectivo,0,0-6 meses,30-45,0.12827750250296763,Bajo
778,30,Mendoza,Tv,22,21,375250.0,14,Efectivo,1,12-24 meses,18-30,0.7490505868188935,Alto
779,76,Rosario,Internet,44,21,291663.0,8,Tarjeta,0,24+ meses,60+,0.2875923141773065,Bajo
780,36,Cordoba,Internet,2,8,261875.0,3,Tarjeta,1,0-6 meses,30-45,0.5718832651104223,Medio
781,66,Rosario,Telefonia,24,49,289583.0,8,Tarjeta,0,12-24 meses,60+,0.32639418650306107,Medio
782,53,Cordoba,Internet,34,16,385714.0,3,Efectivo,0,24+ meses,45-60,0.45978500605301265,Medio
783,29,Mendoza,Desconocido,27,31,475165.0,1,Tarjeta,1,24+ meses,18-30,0.7414444544143578,Alto
784,78,Rosario,Telefonia,41,42,19995.0,1,Efectivo,0,24+ meses,60+,0.11752603000447827,Bajo
785,58,Rosario,Internet,1,10,28559.0,4,Efectivo,0,0-6 meses,45-60,0.29477407303894543,Bajo
786,36,Buenos aires,Tv,8,32,356193.0,3,Desconocido,1,6-12 meses,30-45,0.25155598866089773,Bajo
787,29,Rosario,Desconocido,23,34,403237.0,6,Tarjeta,0,12-24 meses,18-30,0.19105917914658113,Bajo
788,26,Cordoba,Tv,38,9,103000.0,13,Desconocido,0,24+ meses,18-30,0.22321737214196516,Bajo
789,24,Mendoza,Tv,6,17,157191.0,10,Transferencia,0,0-6 meses,18-30,0.20305517988081004,Bajo
790,45,Rosario,Desconocido,22,11,449755.0,4,Transferencia,0,12-24 meses,30-45,0.3570540636246375,Medio
791,31,Cordoba,Internet,25,32,493051.0,5,Transferencia,1,24+ meses,30-45,0.7767822082972637,Alto
792,48,Cordoba,Tv,18,10,306494.0,9,Efectivo,0,12-24 meses,45-60,0.5096841305947355,Medio
793,69,Cordoba,Internet,17,22,444439.0,3,Efectivo,0,12-24 meses,60+,0.2481726501024444,Bajo
794,36,Rosario,Internet,12,17,30517.0,12,Efectivo,0,6-12 meses,30-45,0.11854003604352611,Bajo
795,75,Rosario,Telefonia,6,4,476869.0,11,Tarjeta,1,0-6 meses,60+,0.8052727502335825,Alto
796,64,Mendoza,Internet,26,48,420466.0,1,Desconocido,0,24+ meses,60+,0.5243173381088712,Medio
797,33,Buenos aires,Internet,27,47,220558.0,12,Efectivo,0,24+ meses,30-45,0.22596163392679017,Bajo
798,70,Rosario,Telefonia,8,25,481111.0,9,Desconocido,1,6-12 meses,60+,0.7782795150331105,Alto
799,22,Desconocida,Desconocido,19,21,356276.0,8,Desconocido,0,12-24 meses,18-30,0.11626765644513769,Bajo
800,52,Rosario,Internet,42,37,489282.0,9,Desconocido,0,24+ meses,45-60,0.5048639964934056,Medio
801,29,Rosario,Internet,1,38,465014.0,14,Tarjeta,0,0-6 meses,18-30,0.47918256670230364,Medio
802,42,Cordoba,Tv,29,49,452415.0,6,Tarjeta,0,24+ meses,30-45,0.2994025691688557,Bajo
803,69,Desconocida,Internet,45,1,326690.0,3,Transferencia,0,24+ meses,60+,0.1787794673177396,Bajo
804,76,Desconocida,Internet,35,25,110686.0,2,Transferencia,0,24+ meses,60+,0.148550520602397,Bajo
805,38,Rosario,Tv,40,36,93151.0,9,Desconocido,1,24+ meses,30-45,0.6269505515323628,Alto
806,53,Rosario,Internet,14,17,270471.0,13,Transferencia,0,12-24 meses,45-60,0.305526144683014,Medio
807,70,Cordoba,Tv,35,41,125318.0,14,Desconocido,1,24+ meses,60+,0.3569796517601298,Medio
808,40,Buenos aires,Internet,45,24,427984.0,2,Tarjeta,0,24+ meses,30-45,0.22233725399313542,Bajo
809,33,Cordoba,Telefonia,20,2,200490.0,8,Tarjeta,1,12-24 meses,30-45,0.6214789009487603,Alto
810,74,Mendoza,Tv,13,40,492602.0,4,Tarjeta,1,12-24 meses,60+,0.8435776301721155,Alto
811,56,Desconocida,Desconocido,38,15,178860.0,12,Efectivo,0,24+ meses,45-60,0.1603463623925229,Bajo
812,62,Mendoza,Tv,46,32,120945.0,14,Desconocido,0,24+ meses,60+,0.45376021175247183,Medio
813,70,Rosario,Telefonia,8,39,218456.0,2,Tarjeta,0,6-12 meses,60+,0.2579238382203322,Bajo
814,59,Rosario,Desconocido,43,6,275628.0,14,Desconocido,1,24+ meses,45-60,0.27460730552495194,Bajo
815,75,Mendoza,Internet,20,1,57446.0,4,Transferencia,1,12-24 meses,60+,0.7530849850567091,Alto
816,56,Rosario,Tv,33,47,413376.0,1,Transferencia,0,24+ meses,45-60,0.21124502406701548,Bajo
818,48,Rosario,Telefonia,39,39,432214.0,3,Desconocido,0,24+ meses,45-60,0.4177883390147155,Medio
819,75,Rosario,Desconocido,21,17,425446.0,9,Tarjeta,1,12-24 meses,60+,0.41131047784245617,Medio
820,22,Cordoba,Desconocido,42,34,145148.0,1,Transferencia,0,24+ meses,18-30,0.471174054455761,Medio
821,52,Rosario,Tv,43,41,74341.0,1,Tarjeta,0,24+ meses,45-60,0.3539547423208775,Medio
822,40,Cordoba,Internet,41,29,36085.0,11,Desconocido,0,24+ meses,30-45,0.1843563196009005,Bajo
823,46,Buenos aires,Tv,9,9,322715.0,7,Transferencia,0,6-12 meses,45-60,0.3569288807581739,Medio
824,60,Cordoba,Desconocido,24,13,412931.0,0,Efectivo,1,12-24 meses,45-60,0.347743684710264,Medio
825,28,Cordoba,Internet,37,6,395452.0,13,Transferencia,0,24+ meses,18-30,0.2515231695925012,Bajo
826,35,Cordoba,Telefonia,41,6,10750.0,6,Efectivo,0,24+ meses,30-45,0.3383389763456983,Medio
827,64,Buenos aires,Tv,17,20,381075.0,4,Tarjeta,0,12-24 meses,60+,0.3233128779666665,Medio
828,29,Buenos aires,Desconocido,24,3,345912.0,14,Tarjeta,0,12-24 meses,18-30,0.31424100956408924,Medio
829,26,Buenos aires,Internet,21,17,40903.0,10,Desconocido,0,12-24 meses,18-30,0.3883827955518006,Medio
830,27,Buenos aires,Desconocido,39,49,208561.0,7,Efectivo,1,24+ meses,18-30,0.5050906169887561,Medio
831,75,Buenos aires,Internet,41,12,430309.0,0,Tarjeta,1,24+ meses,60+,0.5648651680672192,Medio
832,61,Cordoba,Tv,39,48,96036.0,10,Efectivo,0,24+ meses,60+,0.7480072588869132,Alto
833,34,Rosario,Internet,13,47,92954.0,6,Tarjeta,0,12-24 meses,30-45,0.28737754060778364,Bajo
834,78,Cordoba,Tv,11,45,275628.0,4,Transferencia,1,6-12 meses,60+,0.7397902832030735,Alto
835,55,Buenos aires,Tv,46,1,446441.0,3,Tarjeta,0,24+ meses,45-60,0.31581860922468813,Medio
836,24,Desconocida,Tv,19,17,486201.0,6,Desconocido,0,12-24 meses,18-30,0.17241362941129762,Bajo
837,63,Rosario,Internet,11,3,350158.0,9,Transferencia,1,6-12 meses,60+,0.7011505394043617,Alto
838,30,Rosario,Tv,13,26,433395.0,14,Desconocido,1,12-24 meses,18-30,0.6926732103565293,Alto
839,57,Cordoba,Desconocido,46,15,122305.0,1,Transferencia,1,24+ meses,45-60,0.6651919750913371,Alto
841,26,Mendoza,Internet,1,32,490651.0,14,Desconocido,1,0-6 meses,18-30,0.7279327746905147,Alto
842,67,Mendoza,Internet,40,32,275628.0,0,Tarjeta,0,24+ meses,60+,0.13377018347844175,Bajo
843,44,Rosario,Internet,44,4,37101.0,0,Efectivo,0,24+ meses,30-45,0.190414920551385,Bajo
844,75,Rosario,Internet,19,18,7775.0,10,Tarjeta,0,12-24 meses,60+,0.43242182988927036,Medio
845,19,Rosario,Internet,12,49,116497.0,11,Transferencia,0,6-12 meses,18-30,0.21763375469873236,Bajo
846,22,Cordoba,Telefonia,8,19,495399.0,0,Transferencia,0,6-12 meses,18-30,0.2903778023778024,Bajo
847,46,Mendoza,Desconocido,8,43,50619.0,14,Tarjeta,0,6-12 meses,45-60,0.19412784914689812,Bajo
848,54,Rosario,Tv,45,35,444054.0,11,Tarjeta,0,24+ meses,45-60,0.19362853873084432,Bajo
849,55,Cordoba,Internet,12,40,257388.0,4,Efectivo,0,6-12 meses,45-60,0.32491673866429693,Medio
850,36,Mendoza,Telefonia,33,14,417755.0,9,Tarjeta,0,24+ meses,30-45,0.2728791661812932,Bajo
851,25,Rosario,Desconocido,45,33,238346.0,6,Desconocido,0,24+ meses,18-30,0.21483578194057787,Bajo
852,65,Rosario,Tv,26,14,324268.0,1,Desconocido,0,24+ meses,60+,0.24148761179331618,Bajo
853,62,Buenos aires,Internet,39,34,70149.0,9,Tarjeta,1,24+ meses,60+,0.4215052164017127,Medio
854,18,Cordoba,Internet,28,4,31616.0,7,Desconocido,0,24+ meses,,0.32514086930928704,Medio
855,39,Buenos aires,Internet,5,24,477871.0,3,Tarjeta,0,0-6 meses,30-45,0.3260775836921957,Medio
856,69,Cordoba,Internet,8,29,226767.0,11,Efectivo,1,6-12 meses,60+,0.4683869886706771,Medio
857,34,Buenos aires,Desconocido,25,19,190639.0,2,Desconocido,0,24+ meses,30-45,0.3444670075181975,Medio
858,24,Desconocida,Tv,27,6,173171.0,9,Desconocido,0,24+ meses,18-30,0.15955063841218398,Bajo
859,42,Buenos aires,Internet,46,33,211903.0,10,Tarjeta,0,24+ meses,30-45,0.21850498997752296,Bajo
860,62,Desconocida,Desconocido,23,49,236318.0,7,Desconocido,0,12-24 meses,60+,0.2086214028059004,Bajo
861,21,Mendoza,Desconocido,30,40,328943.0,1,Transferencia,1,24+ meses,18-30,0.725483736418647,Alto
862,53,Rosario,Tv,45,19,357365.0,10,Efectivo,0,24+ meses,45-60,0.42173923474684705,Medio
863,23,Rosario,Internet,47,1,382023.0,10,Efectivo,0,24+ meses,18-30,0.3981225587398538,Medio
864,77,Desconocida,Tv,23,5,292623.0,12,Desconocido,0,12-24 meses,60+,0.40107235844429007,Medio
865,48,Cordoba,Internet,47,27,444388.0,2,Desconocido,0,24+ meses,45-60,0.3447051017861311,Medio
866,36,Buenos aires,Desconocido,20,16,366309.0,11,Transferencia,0,12-24 meses,30-45,0.3022734764997396,Medio
867,78,Desconocida,Internet,18,6,60863.0,2,Transferencia,0,12-24 meses,60+,0.18831955006118295,Bajo
868,61,Cordoba,Tv,18,40,178115.0,9,Desconocido,0,12-24 meses,60+,0.4927709475443268,Medio
869,71,Rosario,Tv,2,13,349713.0,10,Desconocido,0,0-6 meses,60+,0.39812879016375946,Medio
870,56,Rosario,Desconocido,4,48,413624.0,0,Transferencia,0,0-6 meses,45-60,0.2030881217735267,Bajo
871,44,Buenos aires,Internet,30,35,258347.0,5,Tarjeta,0,24+ meses,30-45,0.2984767579699297,Bajo
872,27,Cordoba,Internet,33,19,194052.0,1,Transferencia,0,24+ meses,18-30,0.4102984534048792,Medio
874,36,Mendoza,Tv,18,16,283495.0,1,Efectivo,0,12-24 meses,30-45,0.5174667333853477,Medio
875,56,Desconocida,Tv,37,43,140203.0,11,Efectivo,0,24+ meses,45-60,0.5368573987044146,Medio
876,79,Rosario,Internet,19,10,252908.0,5,Transferencia,0,12-24 meses,60+,0.3823494224244133,Medio
877,20,Cordoba,Tv,47,25,311969.0,13,Tarjeta,0,24+ meses,18-30,0.3922888473296112,Medio
878,62,Buenos aires,Tv,28,20,278493.0,3,Transferencia,1,24+ meses,60+,0.6358216317415721,Alto
879,30,Cordoba,Telefonia,40,31,197003.0,5,Transferencia,0,24+ meses,18-30,0.4894185666955908,Medio
880,67,Cordoba,Internet,20,4,311398.0,11,Tarjeta,1,12-24 meses,60+,0.39072730565835107,Medio
881,45,Desconocida,Internet,33,44,305369.0,8,Transferencia,0,24+ meses,30-45,0.4266717619968377,Medio
882,79,Cordoba,Internet,12,23,279597.0,12,Efectivo,1,6-12 meses,60+,0.18034196430843,Bajo
883,75,Desconocida,Telefonia,15,2,154886.0,9,Desconocido,0,12-24 meses,60+,0.19407572319647884,Bajo
884,37,Buenos aires,Telefonia,41,22,154335.0,11,Desconocido,1,24+ meses,30-45,0.3574106375904572,Medio
885,45,Desconocida,Internet,39,37,275628.0,9,Transferencia,0,24+ meses,30-45,0.2740557117814659,Bajo
886,25,Cordoba,Desconocido,2,8,20735.0,7,Tarjeta,0,0-6 meses,18-30,0.19994407908909184,Bajo
887,78,Cordoba,Tv,29,7,414046.0,0,Tarjeta,0,24+ meses,60+,0.30994345207559465,Medio
888,58,Rosario,Internet,41,14,315037.0,12,Efectivo,0,24+ meses,45-60,0.2691911476121961,Bajo
889,56,Cordoba,Tv,10,3,180745.0,7,Tarjeta,1,6-12 meses,45-60,0.6286603352660591,Alto
890,18,Desconocida,Desconocido,2,16,394150.0,8,Tarjeta,0,0-6 meses,,0.16153138516677937,Bajo
891,20,Rosario,Telefonia,11,19,225534.0,5,Efectivo,0,6-12 meses,18-30,0.1464669066671031,Bajo
892,30,Desconocida,Desconocido,13,18,50066.0,9,Transferencia,0,12-24 meses,18-30,0.5016874106363756,Medio
893,45,Cordoba,Telefonia,10,16,236387.0,14,Desconocido,0,6-12 meses,30-45,0.1409499844142336,Bajo
894,79,Desconocida,Desconocido,14,8,139445.0,4,Efectivo,0,12-24 meses,60+,0.13563616188963426,Bajo
895,74,Buenos aires,Internet,18,33,408551.0,5,Transferencia,0,12-24 meses,60+,0.41230323958461634,Medio
896,77,Rosario,Tv,9,49,421957.0,12,Efectivo,0,6-12 meses,60+,0.22930632359763028,Bajo
897,66,Cordoba,Internet,39,12,277836.0,5,Transferencia,1,24+ meses,60+,0.6789714535980628,Alto
898,42,Rosario,Tv,28,11,445511.0,8,Efectivo,0,24+ meses,30-45,0.48639048643466265,Medio
899,73,Desconocida,Internet,3,5,50541.0,3,Transferencia,0,0-6 meses,60+,0.16759628206624672,Bajo
900,50,Cordoba,Internet,20,27,170129.0,1,Efectivo,1,12-24 meses,45-60,0.35585123839079214,Medio
901,55,Cordoba,Tv,6,12,71983.0,10,Transferencia,0,0-6 meses,45-60,0.3723714061133676,Medio
902,70,Desconocida,Desconocido,27,17,155655.0,10,Efectivo,0,24+ meses,60+,0.1533496234490946,Bajo
903,23,Rosario,Tv,2,6,158837.0,8,Desconocido,0,0-6 meses,18-30,0.17243852796076906,Bajo
904,75,Mendoza,Tv,29,33,195359.0,1,Desconocido,0,24+ meses,60+,0.43232326472618715,Medio
905,61,Desconocida,Telefonia,38,5,422122.0,9,Tarjeta,0,24+ meses,60+,0.3414107775226103,Medio
906,62,Rosario,Desconocido,3,28,387891.0,8,Transferencia,1,0-6 meses,60+,0.6172165131349527,Alto
907,49,Cordoba,Tv,16,14,352247.0,1,Efectivo,0,12-24 meses,45-60,0.3511415757965947,Medio
908,62,Rosario,Desconocido,30,5,215747.0,11,Transferencia,0,24+ meses,60+,0.3320874629850121,Medio
909,78,Cordoba,Desconocido,40,33,182597.0,7,Desconocido,1,24+ meses,60+,0.2533147624506299,Bajo
910,64,Desconocida,Desconocido,2,48,174302.0,8,Transferencia,1,0-6 meses,60+,0.7326576401963588,Alto
911,38,Buenos aires,Telefonia,17,41,417736.0,11,Efectivo,0,12-24 meses,30-45,0.19869338267029396,Bajo
912,33,Rosario,Internet,41,19,483454.0,9,Transferencia,0,24+ meses,30-45,0.34630700462028097,Medio
913,71,Desconocida,Desconocido,12,22,450150.0,8,Efectivo,0,6-12 meses,60+,0.2145070042221148,Bajo
914,38,Rosario,Internet,35,5,292710.0,9,Desconocido,1,24+ meses,30-45,0.6135930543307161,Alto
915,28,Mendoza,Tv,43,2,340337.0,8,Desconocido,1,24+ meses,18-30,0.46320488869979753,Medio
916,77,Mendoza,Telefonia,1,30,428350.0,1,Desconocido,0,0-6 meses,60+,0.1313713406476564,Bajo
917,54,Cordoba,Tv,45,47,408561.0,3,Tarjeta,0,24+ meses,45-60,0.29946344223579563,Bajo
918,53,Cordoba,Telefonia,15,39,257084.0,6,Desconocido,0,12-24 meses,45-60,0.3141428388031231,Medio
919,52,Rosario,Tv,26,4,126015.0,11,Transferencia,1,24+ meses,45-60,0.6798072642487003,Alto
920,36,Cordoba,Telefonia,37,33,177257.0,1,Tarjeta,0,24+ meses,30-45,0.485925711656958,Medio
921,37,Rosario,Tv,21,13,251536.0,0,Desconocido,0,12-24 meses,30-45,0.20842021181159862,Bajo
922,74,Cordoba,Desconocido,31,20,229021.0,2,Transferencia,1,24+ meses,60+,0.4082637792943066,Medio
923,35,Desconocida,Internet,25,7,275628.0,11,Transferencia,0,24+ meses,30-45,0.4213877674189909,Medio
924,64,Desconocida,Tv,23,15,75744.0,3,Transferencia,0,12-24 meses,60+,0.6255629882882026,Alto
925,58,Mendoza,Tv,24,23,300599.0,7,Efectivo,0,12-24 meses,45-60,0.4612579980020801,Medio
926,66,Desconocida,Internet,38,14,426234.0,5,Tarjeta,0,24+ meses,60+,0.46088107990390165,Medio
927,31,Desconocida,Tv,28,23,321363.0,10,Transferencia,0,24+ meses,30-45,0.20482998370261407,Bajo
928,32,Buenos aires,Internet,21,19,313135.0,1,Efectivo,0,12-24 meses,30-45,0.2108181827419329,Bajo
929,48,Mendoza,Tv,43,29,78616.0,14,Desconocido,0,24+ meses,45-60,0.19793886640576644,Bajo
930,18,Cordoba,Desconocido,18,20,92438.0,8,Transferencia,1,12-24 meses,,0.6125102956085922,Alto
931,70,Rosario,Internet,36,29,121841.0,13,Efectivo,0,24+ meses,60+,0.15985724987816766,Bajo
932,71,Buenos aires,Internet,35,24,145558.0,1,Transferencia,0,24+ meses,60+,0.18341571213077898,Bajo
933,71,Cordoba,Desconocido,45,18,174934.0,12,Tarjeta,0,24+ meses,60+,0.11349014585561587,Bajo
934,20,Cordoba,Internet,9,10,257734.0,14,Tarjeta,1,6-12 meses,18-30,0.6695938297813298,Alto
935,33,Buenos aires,Desconocido,38,41,63870.0,11,Desconocido,1,24+ meses,30-45,0.535041442197546,Medio
936,40,Cordoba,Desconocido,30,8,91694.0,4,Transferencia,0,24+ meses,30-45,0.32022881382697044,Medio
937,74,Cordoba,Desconocido,44,26,242068.0,11,Efectivo,0,24+ meses,60+,0.13971568408569943,Bajo
938,28,Mendoza,Tv,34,29,311000.0,3,Desconocido,0,24+ meses,18-30,0.5931560610580514,Medio
940,27,Cordoba,Telefonia,3,17,498960.0,6,Desconocido,0,0-6 meses,18-30,0.1124044066616932,Bajo
941,49,Desconocida,Telefonia,3,2,484271.0,7,Efectivo,1,0-6 meses,45-60,0.2685120767071131,Bajo
942,33,Rosario,Internet,28,6,36379.0,4,Desconocido,1,24+ meses,30-45,0.5946826950714709,Medio
943,25,Cordoba,Desconocido,44,5,331873.0,9,Desconocido,0,24+ meses,18-30,0.19384913369130408,Bajo
944,55,Cordoba,Internet,15,28,426594.0,13,Desconocido,1,12-24 meses,45-60,0.18197897052554649,Bajo
945,29,Rosario,Tv,41,41,241500.0,13,Transferencia,1,24+ meses,18-30,0.3990205421584945,Medio
946,41,Rosario,Tv,23,5,59353.0,4,Efectivo,0,12-24 meses,30-45,0.3803777561992052,Medio
948,70,Cordoba,Tv,11,26,275628.0,7,Transferencia,1,6-12 meses,60+,0.79841405013732,Alto
949,25,Cordoba,Tv,32,20,216144.0,13,Tarjeta,0,24+ meses,18-30,0.3628339487852175,Medio
950,75,Cordoba,Internet,36,41,70982.0,1,Tarjeta,1,24+ meses,60+,0.5788088057596571,Medio
951,45,Rosario,Internet,33,49,41683.0,9,Transferencia,1,24+ meses,30-45,0.6193375779335115,Alto
952,53,Rosario,Internet,24,27,119091.0,11,Transferencia,0,12-24 meses,45-60,0.4159466933208163,Medio
953,43,Desconocida,Tv,39,49,122797.0,5,Efectivo,1,24+ meses,30-45,0.7842319590585214,Alto
954,25,Rosario,Internet,34,12,415834.0,7,Efectivo,1,24+ meses,18-30,0.5509327582109236,Medio
955,75,Mendoza,Internet,28,7,11587.0,5,Desconocido,0,24+ meses,60+,0.47691099247703433,Medio
956,77,Cordoba,Internet,37,3,329934.0,3,Tarjeta,0,24+ meses,60+,0.41733197783057924,Medio
957,67,Rosario,Tv,7,10,298624.0,12,Efectivo,0,6-12 meses,60+,0.2790585659865253,Bajo
958,45,Buenos aires,Desconocido,4,34,234602.0,3,Desconocido,0,0-6 meses,30-45,0.259971836307857,Bajo
959,45,Cordoba,Internet,37,25,156599.0,5,Efectivo,0,24+ meses,30-45,0.3480584551726907,Medio
960,54,Rosario,Tv,1,35,290713.0,13,Transferencia,0,0-6 meses,45-60,0.3062374744358405,Medio
961,58,Cordoba,Tv,1,16,278295.0,14,Efectivo,0,0-6 meses,45-60,0.17894977867485243,Bajo
962,53,Mendoza,Internet,47,2,469310.0,12,Tarjeta,0,24+ meses,45-60,0.39933730012158314,Medio
963,44,Buenos aires,Desconocido,20,24,195246.0,3,Efectivo,1,12-24 meses,30-45,0.513375253138749,Medio
964,71,Mendoza,Tv,19,10,49739.0,7,Tarjeta,1,12-24 meses,60+,0.5637345982353944,Medio
965,34,Desconocida,Telefonia,29,38,37954.0,8,Transferencia,1,24+ meses,30-45,0.7835186064223891,Alto
966,26,Buenos aires,Desconocido,10,22,248935.0,0,Tarjeta,0,6-12 meses,18-30,0.39007092751380584,Medio
967,50,Cordoba,Tv,18,26,114373.0,12,Efectivo,1,12-24 meses,45-60,0.8102939719684954,Alto
968,70,Rosario,Internet,28,43,433519.0,3,Desconocido,1,24+ meses,60+,0.6661843439059651,Alto
969,37,Buenos aires,Telefonia,35,39,39700.0,3,Transferencia,0,24+ meses,30-45,0.3569414881222501,Medio
970,30,Desconocida,Telefonia,43,27,491252.0,1,Efectivo,0,24+ meses,18-30,0.2888742942274878,Bajo
971,45,Desconocida,Tv,47,29,128728.0,5,Transferencia,0,24+ meses,30-45,0.33913998317061667,Medio
972,65,Mendoza,Telefonia,31,47,465784.0,2,Transferencia,1,24+ meses,60+,0.8432165236389857,Alto
974,30,Buenos aires,Tv,11,20,76045.0,12,Efectivo,0,6-12 meses,18-30,0.39048440805783163,Medio
975,63,Rosario,Internet,38,27,436058.0,10,Desconocido,0,24+ meses,60+,0.5837938312982935,Medio
976,52,Buenos aires,Tv,5,41,149972.0,10,Transferencia,0,0-6 meses,45-60,0.23461432130343973,Bajo
977,78,Rosario,Desconocido,8,20,395136.0,4,Transferencia,0,6-12 meses,60+,0.251399976157932,Bajo
978,23,Cordoba,Telefonia,34,44,347203.0,3,Efectivo,0,24+ meses,18-30,0.16808258906141765,Bajo
979,35,Rosario,Tv,12,19,6881.0,4,Tarjeta,0,6-12 meses,30-45,0.21511748612068538,Bajo
980,68,Rosario,Tv,38,20,431253.0,7,Efectivo,1,24+ meses,60+,0.6249385554381078,Alto
981,22,Cordoba,Internet,1,35,399846.0,2,Transferencia,0,0-6 meses,18-30,0.14196519260061963,Bajo
982,64,Mendoza,Telefonia,31,47,287933.0,13,Efectivo,0,24+ meses,60+,0.1457619476735682,Bajo
983,42,Cordoba,Internet,4,2,393227.0,6,Desconocido,0,0-6 meses,30-45,0.2866338442804772,Bajo
984,19,Rosario,Telefonia,45,30,93059.0,14,Tarjeta,0,24+ meses,18-30,0.20944859307359306,Bajo
985,27,Cordoba,Tv,5,34,219566.0,13,Efectivo,0,0-6 meses,18-30,0.10702715252080042,Bajo
986,73,Buenos aires,Internet,30,22,313295.0,5,Desconocido,0,24+ meses,60+,0.26237750058258574,Bajo
987,47,Buenos aires,Internet,24,3,447136.0,11,Transferencia,1,12-24 meses,45-60,0.7095743476288774,Alto
989,76,Rosario,Desconocido,11,15,203303.0,12,Transferencia,1,6-12 meses,60+,0.27291184488024767,Bajo
990,62,Desconocida,Telefonia,45,27,478573.0,6,Desconocido,0,24+ meses,60+,0.29283439302521064,Bajo
